"ts_num","count","ts_date"
1559824500,125,2019-06-06 14:35:00
1559824800,135,2019-06-06 14:40:00
1559825100,89,2019-06-06 14:45:00
1559825400,138,2019-06-06 14:50:00
1559825700,106,2019-06-06 14:55:00
1559826000,124,2019-06-06 15:00:00
1559826300,124,2019-06-06 15:05:00
1559826600,122,2019-06-06 15:10:00
1559826900,124,2019-06-06 15:15:00
1559827200,106,2019-06-06 15:20:00
1559827500,136,2019-06-06 15:25:00
1559827800,119,2019-06-06 15:30:00
1559828100,146,2019-06-06 15:35:00
1559828400,127,2019-06-06 15:40:00
1559828700,121,2019-06-06 15:45:00
1559829000,114,2019-06-06 15:50:00
1559829300,129,2019-06-06 15:55:00
1559829600,54,2019-06-06 16:00:00
1559829900,70,2019-06-06 16:05:00
1559830200,82,2019-06-06 16:10:00
1559830500,85,2019-06-06 16:15:00
1559830800,79,2019-06-06 16:20:00
1559831100,71,2019-06-06 16:25:00
1559831400,78,2019-06-06 16:30:00
1559831700,66,2019-06-06 16:35:00
1559832000,74,2019-06-06 16:40:00
1559832300,73,2019-06-06 16:45:00
1559832600,80,2019-06-06 16:50:00
1559832900,72,2019-06-06 16:55:00
1559833200,77,2019-06-06 17:00:00
1559833500,65,2019-06-06 17:05:00
1559833800,89,2019-06-06 17:10:00
1559834100,74,2019-06-06 17:15:00
1559834400,85,2019-06-06 17:20:00
1559834700,91,2019-06-06 17:25:00
1559835000,92,2019-06-06 17:30:00
1559835300,92,2019-06-06 17:35:00
1559835600,94,2019-06-06 17:40:00
1559835900,80,2019-06-06 17:45:00
1559836200,74,2019-06-06 17:50:00
1559836500,71,2019-06-06 17:55:00
1559836800,171,2019-06-06 18:00:00
1559837100,157,2019-06-06 18:05:00
1559837400,203,2019-06-06 18:10:00
1559837700,144,2019-06-06 18:15:00
1559838000,171,2019-06-06 18:20:00
1559838300,166,2019-06-06 18:25:00
1559838600,184,2019-06-06 18:30:00
1559838900,166,2019-06-06 18:35:00
1559839200,197,2019-06-06 18:40:00
1559839500,174,2019-06-06 18:45:00
1559839800,174,2019-06-06 18:50:00
1559840100,172,2019-06-06 18:55:00
1559840400,121,2019-06-06 19:00:00
1559840700,122,2019-06-06 19:05:00
1559841000,133,2019-06-06 19:10:00
1559841300,110,2019-06-06 19:15:00
1559841600,161,2019-06-06 19:20:00
1559841900,97,2019-06-06 19:25:00
1559842200,122,2019-06-06 19:30:00
1559842500,125,2019-06-06 19:35:00
1559842800,122,2019-06-06 19:40:00
1559843100,128,2019-06-06 19:45:00
1559843400,119,2019-06-06 19:50:00
1559843700,145,2019-06-06 19:55:00
1559844000,101,2019-06-06 20:00:00
1559844300,74,2019-06-06 20:05:00
1559844600,87,2019-06-06 20:10:00
1559844900,89,2019-06-06 20:15:00
1559845200,96,2019-06-06 20:20:00
1559845500,75,2019-06-06 20:25:00
1559845800,77,2019-06-06 20:30:00
1559846100,79,2019-06-06 20:35:00
1559846400,80,2019-06-06 20:40:00
1559846700,105,2019-06-06 20:45:00
1559847000,88,2019-06-06 20:50:00
1559847300,74,2019-06-06 20:55:00
1559847600,99,2019-06-06 21:00:00
1559847900,90,2019-06-06 21:05:00
1559848200,108,2019-06-06 21:10:00
1559848500,95,2019-06-06 21:15:00
1559848800,97,2019-06-06 21:20:00
1559849100,98,2019-06-06 21:25:00
1559849400,103,2019-06-06 21:30:00
1559849700,105,2019-06-06 21:35:00
1559850000,87,2019-06-06 21:40:00
1559850300,98,2019-06-06 21:45:00
1559850600,121,2019-06-06 21:50:00
1559850900,107,2019-06-06 21:55:00
1559851200,62,2019-06-06 22:00:00
1559851500,72,2019-06-06 22:05:00
1559851800,59,2019-06-06 22:10:00
1559852100,70,2019-06-06 22:15:00
1559852400,87,2019-06-06 22:20:00
1559852700,58,2019-06-06 22:25:00
1559853000,73,2019-06-06 22:30:00
1559853300,80,2019-06-06 22:35:00
1559853600,71,2019-06-06 22:40:00
1559853900,71,2019-06-06 22:45:00
1559854200,80,2019-06-06 22:50:00
1559854500,70,2019-06-06 22:55:00
1559854800,62,2019-06-06 23:00:00
1559855100,72,2019-06-06 23:05:00
1559855400,75,2019-06-06 23:10:00
1559855700,61,2019-06-06 23:15:00
1559856000,55,2019-06-06 23:20:00
1559856300,67,2019-06-06 23:25:00
1559856600,58,2019-06-06 23:30:00
1559856900,67,2019-06-06 23:35:00
1559857200,52,2019-06-06 23:40:00
1559857500,76,2019-06-06 23:45:00
1559857800,41,2019-06-06 23:50:00
1559858100,64,2019-06-06 23:55:00
1559858400,26,2019-06-07 00:00:00
1559858700,15,2019-06-07 00:05:00
1559859000,27,2019-06-07 00:10:00
1559859300,42,2019-06-07 00:15:00
1559859600,30,2019-06-07 00:20:00
1559859900,29,2019-06-07 00:25:00
1559860200,30,2019-06-07 00:30:00
1559860500,27,2019-06-07 00:35:00
1559860800,29,2019-06-07 00:40:00
1559861100,22,2019-06-07 00:45:00
1559861400,34,2019-06-07 00:50:00
1559861700,34,2019-06-07 00:55:00
1559862000,19,2019-06-07 01:00:00
1559862300,13,2019-06-07 01:05:00
1559862600,14,2019-06-07 01:10:00
1559862900,19,2019-06-07 01:15:00
1559863200,20,2019-06-07 01:20:00
1559863500,12,2019-06-07 01:25:00
1559863800,16,2019-06-07 01:30:00
1559864100,14,2019-06-07 01:35:00
1559864400,10,2019-06-07 01:40:00
1559864700,17,2019-06-07 01:45:00
1559865000,23,2019-06-07 01:50:00
1559865300,11,2019-06-07 01:55:00
1559865600,15,2019-06-07 02:00:00
1559865900,6,2019-06-07 02:05:00
1559866200,11,2019-06-07 02:10:00
1559866500,9,2019-06-07 02:15:00
1559866800,15,2019-06-07 02:20:00
1559867100,12,2019-06-07 02:25:00
1559867400,7,2019-06-07 02:30:00
1559867700,11,2019-06-07 02:35:00
1559868000,12,2019-06-07 02:40:00
1559868300,8,2019-06-07 02:45:00
1559868600,7,2019-06-07 02:50:00
1559868900,16,2019-06-07 02:55:00
1559869200,8,2019-06-07 03:00:00
1559869500,5,2019-06-07 03:05:00
1559869800,6,2019-06-07 03:10:00
1559870100,4,2019-06-07 03:15:00
1559870400,10,2019-06-07 03:20:00
1559870700,4,2019-06-07 03:25:00
1559871000,3,2019-06-07 03:30:00
1559871300,6,2019-06-07 03:35:00
1559871600,8,2019-06-07 03:40:00
1559871900,5,2019-06-07 03:45:00
1559872200,6,2019-06-07 03:50:00
1559872500,2,2019-06-07 03:55:00
1559872800,1,2019-06-07 04:00:00
1559873100,3,2019-06-07 04:05:00
1559873400,8,2019-06-07 04:10:00
1559873700,2,2019-06-07 04:15:00
1559874000,6,2019-06-07 04:20:00
1559874300,2,2019-06-07 04:25:00
1559874600,5,2019-06-07 04:30:00
1559874900,3,2019-06-07 04:35:00
1559875200,5,2019-06-07 04:40:00
1559875500,8,2019-06-07 04:45:00
1559875800,3,2019-06-07 04:50:00
1559876100,3,2019-06-07 04:55:00
1559876400,1,2019-06-07 05:00:00
1559877000,4,2019-06-07 05:10:00
1559877300,7,2019-06-07 05:15:00
1559877600,2,2019-06-07 05:20:00
1559877900,3,2019-06-07 05:25:00
1559878200,6,2019-06-07 05:30:00
1559878500,6,2019-06-07 05:35:00
1559878800,4,2019-06-07 05:40:00
1559879100,1,2019-06-07 05:45:00
1559879400,3,2019-06-07 05:50:00
1559879700,3,2019-06-07 05:55:00
1559880000,5,2019-06-07 06:00:00
1559880300,5,2019-06-07 06:05:00
1559880600,10,2019-06-07 06:10:00
1559880900,8,2019-06-07 06:15:00
1559881200,6,2019-06-07 06:20:00
1559881500,10,2019-06-07 06:25:00
1559881800,8,2019-06-07 06:30:00
1559882100,5,2019-06-07 06:35:00
1559882400,5,2019-06-07 06:40:00
1559882700,10,2019-06-07 06:45:00
1559883000,7,2019-06-07 06:50:00
1559883300,9,2019-06-07 06:55:00
1559883600,39,2019-06-07 07:00:00
1559883900,27,2019-06-07 07:05:00
1559884200,33,2019-06-07 07:10:00
1559884500,29,2019-06-07 07:15:00
1559884800,32,2019-06-07 07:20:00
1559885100,43,2019-06-07 07:25:00
1559885400,26,2019-06-07 07:30:00
1559885700,27,2019-06-07 07:35:00
1559886000,39,2019-06-07 07:40:00
1559886300,32,2019-06-07 07:45:00
1559886600,27,2019-06-07 07:50:00
1559886900,30,2019-06-07 07:55:00
1559887200,10,2019-06-07 08:00:00
1559887500,10,2019-06-07 08:05:00
1559887800,8,2019-06-07 08:10:00
1559888100,7,2019-06-07 08:15:00
1559888400,9,2019-06-07 08:20:00
1559888700,6,2019-06-07 08:25:00
1559889000,8,2019-06-07 08:30:00
1559889300,6,2019-06-07 08:35:00
1559889600,7,2019-06-07 08:40:00
1559889900,7,2019-06-07 08:45:00
1559890200,14,2019-06-07 08:50:00
1559890500,6,2019-06-07 08:55:00
1559891400,2,2019-06-07 09:10:00
1559892600,1,2019-06-07 09:30:00
1559893800,1,2019-06-07 09:50:00
1559894100,1,2019-06-07 09:55:00
1559894400,1,2019-06-07 10:00:00
1559894700,1,2019-06-07 10:05:00
1559895000,1,2019-06-07 10:10:00
1559895300,1,2019-06-07 10:15:00
1559895600,1,2019-06-07 10:20:00
1559895900,4,2019-06-07 10:25:00
1559896200,1,2019-06-07 10:30:00
1559896500,5,2019-06-07 10:35:00
1559896800,4,2019-06-07 10:40:00
1559897100,3,2019-06-07 10:45:00
1559897400,5,2019-06-07 10:50:00
1559897700,3,2019-06-07 10:55:00
1559898000,32,2019-06-07 11:00:00
1559898300,19,2019-06-07 11:05:00
1559898600,19,2019-06-07 11:10:00
1559898900,33,2019-06-07 11:15:00
1559899200,27,2019-06-07 11:20:00
1559899500,23,2019-06-07 11:25:00
1559899800,30,2019-06-07 11:30:00
1559900100,26,2019-06-07 11:35:00
1559900400,41,2019-06-07 11:40:00
1559900700,32,2019-06-07 11:45:00
1559901000,30,2019-06-07 11:50:00
1559901300,28,2019-06-07 11:55:00
1559901600,27,2019-06-07 12:00:00
1559901900,31,2019-06-07 12:05:00
1559902200,38,2019-06-07 12:10:00
1559902500,37,2019-06-07 12:15:00
1559902800,31,2019-06-07 12:20:00
1559903100,33,2019-06-07 12:25:00
1559903400,30,2019-06-07 12:30:00
1559903700,30,2019-06-07 12:35:00
1559904000,33,2019-06-07 12:40:00
1559904300,35,2019-06-07 12:45:00
1559904600,22,2019-06-07 12:50:00
1559904900,30,2019-06-07 12:55:00
1559905200,36,2019-06-07 13:00:00
1559905500,44,2019-06-07 13:05:00
1559905800,40,2019-06-07 13:10:00
1559906100,51,2019-06-07 13:15:00
1559906400,37,2019-06-07 13:20:00
1559906700,52,2019-06-07 13:25:00
1559907000,42,2019-06-07 13:30:00
1559907300,37,2019-06-07 13:35:00
1559907600,40,2019-06-07 13:40:00
1559907900,44,2019-06-07 13:45:00
1559908200,33,2019-06-07 13:50:00
1559908500,31,2019-06-07 13:55:00
1559908800,55,2019-06-07 14:00:00
1559909100,63,2019-06-07 14:05:00
1559909400,57,2019-06-07 14:10:00
1559909700,76,2019-06-07 14:15:00
1559910000,55,2019-06-07 14:20:00
1559910300,61,2019-06-07 14:25:00
1559910600,63,2019-06-07 14:30:00
1559910900,72,2019-06-07 14:35:00
1559911200,62,2019-06-07 14:40:00
1559911500,74,2019-06-07 14:45:00
1559911800,76,2019-06-07 14:50:00
1559912100,75,2019-06-07 14:55:00
1559912400,74,2019-06-07 15:00:00
1559912700,87,2019-06-07 15:05:00
1559913000,74,2019-06-07 15:10:00
1559913300,82,2019-06-07 15:15:00
1559913600,74,2019-06-07 15:20:00
1559913900,67,2019-06-07 15:25:00
1559914200,82,2019-06-07 15:30:00
1559914500,99,2019-06-07 15:35:00
1559914800,86,2019-06-07 15:40:00
1559915100,75,2019-06-07 15:45:00
1559915400,76,2019-06-07 15:50:00
1559915700,84,2019-06-07 15:55:00
1559916000,49,2019-06-07 16:00:00
1559916300,56,2019-06-07 16:05:00
1559916600,75,2019-06-07 16:10:00
1559916900,50,2019-06-07 16:15:00
1559917200,65,2019-06-07 16:20:00
1559917500,51,2019-06-07 16:25:00
1559917800,54,2019-06-07 16:30:00
1559918100,53,2019-06-07 16:35:00
1559918400,61,2019-06-07 16:40:00
1559918700,45,2019-06-07 16:45:00
1559919000,50,2019-06-07 16:50:00
1559919300,50,2019-06-07 16:55:00
1559919600,50,2019-06-07 17:00:00
1559919900,55,2019-06-07 17:05:00
1559920200,46,2019-06-07 17:10:00
1559920500,41,2019-06-07 17:15:00
1559920800,49,2019-06-07 17:20:00
1559921100,57,2019-06-07 17:25:00
1559921400,59,2019-06-07 17:30:00
1559921700,52,2019-06-07 17:35:00
1559922000,51,2019-06-07 17:40:00
1559922300,56,2019-06-07 17:45:00
1559922600,62,2019-06-07 17:50:00
1559922900,52,2019-06-07 17:55:00
1559923200,53,2019-06-07 18:00:00
1559923500,51,2019-06-07 18:05:00
1559923800,54,2019-06-07 18:10:00
1559924100,56,2019-06-07 18:15:00
1559924400,60,2019-06-07 18:20:00
1559924700,56,2019-06-07 18:25:00
1559925000,47,2019-06-07 18:30:00
1559925300,60,2019-06-07 18:35:00
1559925600,61,2019-06-07 18:40:00
1559925900,59,2019-06-07 18:45:00
1559926200,43,2019-06-07 18:50:00
1559926500,53,2019-06-07 18:55:00
1559926800,65,2019-06-07 19:00:00
1559927100,60,2019-06-07 19:05:00
1559927400,62,2019-06-07 19:10:00
1559927700,61,2019-06-07 19:15:00
1559928000,56,2019-06-07 19:20:00
1559928300,55,2019-06-07 19:25:00
1559928600,53,2019-06-07 19:30:00
1559928900,71,2019-06-07 19:35:00
1559929200,55,2019-06-07 19:40:00
1559929500,58,2019-06-07 19:45:00
1559929800,59,2019-06-07 19:50:00
1559930100,62,2019-06-07 19:55:00
1559930400,52,2019-06-07 20:00:00
1559930700,58,2019-06-07 20:05:00
1559931000,58,2019-06-07 20:10:00
1559931300,57,2019-06-07 20:15:00
1559931600,67,2019-06-07 20:20:00
1559931900,45,2019-06-07 20:25:00
1559932200,51,2019-06-07 20:30:00
1559932500,47,2019-06-07 20:35:00
1559932800,65,2019-06-07 20:40:00
1559933100,62,2019-06-07 20:45:00
1559933400,76,2019-06-07 20:50:00
1559933700,57,2019-06-07 20:55:00
1559934000,51,2019-06-07 21:00:00
1559934300,56,2019-06-07 21:05:00
1559934600,66,2019-06-07 21:10:00
1559934900,58,2019-06-07 21:15:00
1559935200,56,2019-06-07 21:20:00
1559935500,38,2019-06-07 21:25:00
1559935800,49,2019-06-07 21:30:00
1559936100,43,2019-06-07 21:35:00
1559936400,58,2019-06-07 21:40:00
1559936700,57,2019-06-07 21:45:00
1559937000,41,2019-06-07 21:50:00
1559937300,35,2019-06-07 21:55:00
1559937600,26,2019-06-07 22:00:00
1559937900,29,2019-06-07 22:05:00
1559938200,31,2019-06-07 22:10:00
1559938500,32,2019-06-07 22:15:00
1559938800,34,2019-06-07 22:20:00
1559939100,41,2019-06-07 22:25:00
1559939400,34,2019-06-07 22:30:00
1559939700,30,2019-06-07 22:35:00
1559940000,24,2019-06-07 22:40:00
1559940300,28,2019-06-07 22:45:00
1559940600,31,2019-06-07 22:50:00
1559940900,34,2019-06-07 22:55:00
1559941200,24,2019-06-07 23:00:00
1559941500,25,2019-06-07 23:05:00
1559941800,39,2019-06-07 23:10:00
1559942100,24,2019-06-07 23:15:00
1559942400,21,2019-06-07 23:20:00
1559942700,34,2019-06-07 23:25:00
1559943000,21,2019-06-07 23:30:00
1559943300,38,2019-06-07 23:35:00
1559943600,31,2019-06-07 23:40:00
1559943900,40,2019-06-07 23:45:00
1559944200,27,2019-06-07 23:50:00
1559944500,23,2019-06-07 23:55:00
1559944800,22,2019-06-08 00:00:00
1559945100,36,2019-06-08 00:05:00
1559945400,27,2019-06-08 00:10:00
1559945700,26,2019-06-08 00:15:00
1559946000,32,2019-06-08 00:20:00
1559946300,33,2019-06-08 00:25:00
1559946600,32,2019-06-08 00:30:00
1559946900,24,2019-06-08 00:35:00
1559947200,22,2019-06-08 00:40:00
1559947500,33,2019-06-08 00:45:00
1559947800,27,2019-06-08 00:50:00
1559948100,32,2019-06-08 00:55:00
1559948400,22,2019-06-08 01:00:00
1559948700,19,2019-06-08 01:05:00
1559949000,27,2019-06-08 01:10:00
1559949300,29,2019-06-08 01:15:00
1559949600,31,2019-06-08 01:20:00
1559949900,27,2019-06-08 01:25:00
1559950200,27,2019-06-08 01:30:00
1559950500,30,2019-06-08 01:35:00
1559950800,25,2019-06-08 01:40:00
1559951100,36,2019-06-08 01:45:00
1559951400,31,2019-06-08 01:50:00
1559951700,29,2019-06-08 01:55:00
1559952000,14,2019-06-08 02:00:00
1559952300,16,2019-06-08 02:05:00
1559952600,21,2019-06-08 02:10:00
1559952900,18,2019-06-08 02:15:00
1559953200,20,2019-06-08 02:20:00
1559953500,25,2019-06-08 02:25:00
1559953800,26,2019-06-08 02:30:00
1559954100,27,2019-06-08 02:35:00
1559954400,26,2019-06-08 02:40:00
1559954700,14,2019-06-08 02:45:00
1559955000,19,2019-06-08 02:50:00
1559955300,28,2019-06-08 02:55:00
1559955600,20,2019-06-08 03:00:00
1559955900,12,2019-06-08 03:05:00
1559956200,18,2019-06-08 03:10:00
1559956500,14,2019-06-08 03:15:00
1559956800,22,2019-06-08 03:20:00
1559957100,16,2019-06-08 03:25:00
1559957400,14,2019-06-08 03:30:00
1559957700,18,2019-06-08 03:35:00
1559958000,27,2019-06-08 03:40:00
1559958300,20,2019-06-08 03:45:00
1559958600,17,2019-06-08 03:50:00
1559958900,12,2019-06-08 03:55:00
1559959200,10,2019-06-08 04:00:00
1559959500,16,2019-06-08 04:05:00
1559959800,12,2019-06-08 04:10:00
1559960100,13,2019-06-08 04:15:00
1559960400,9,2019-06-08 04:20:00
1559960700,9,2019-06-08 04:25:00
1559961000,9,2019-06-08 04:30:00
1559961300,7,2019-06-08 04:35:00
1559961600,10,2019-06-08 04:40:00
1559961900,14,2019-06-08 04:45:00
1559962200,16,2019-06-08 04:50:00
1559962500,10,2019-06-08 04:55:00
1559962800,6,2019-06-08 05:00:00
1559963100,8,2019-06-08 05:05:00
1559963400,2,2019-06-08 05:10:00
1559963700,9,2019-06-08 05:15:00
1559964000,3,2019-06-08 05:20:00
1559964300,10,2019-06-08 05:25:00
1559964600,8,2019-06-08 05:30:00
1559964900,7,2019-06-08 05:35:00
1559965200,6,2019-06-08 05:40:00
1559965500,9,2019-06-08 05:45:00
1559965800,6,2019-06-08 05:50:00
1559966100,10,2019-06-08 05:55:00
1559966400,5,2019-06-08 06:00:00
1559966700,5,2019-06-08 06:05:00
1559967000,4,2019-06-08 06:10:00
1559967300,10,2019-06-08 06:15:00
1559967600,3,2019-06-08 06:20:00
1559967900,5,2019-06-08 06:25:00
1559968200,6,2019-06-08 06:30:00
1559968500,6,2019-06-08 06:35:00
1559968800,8,2019-06-08 06:40:00
1559969100,4,2019-06-08 06:45:00
1559969400,5,2019-06-08 06:50:00
1559969700,5,2019-06-08 06:55:00
1559970000,6,2019-06-08 07:00:00
1559970300,2,2019-06-08 07:05:00
1559970600,3,2019-06-08 07:10:00
1559970900,4,2019-06-08 07:15:00
1559971200,5,2019-06-08 07:20:00
1559971500,5,2019-06-08 07:25:00
1559971800,4,2019-06-08 07:30:00
1559972100,8,2019-06-08 07:35:00
1559972400,2,2019-06-08 07:40:00
1559972700,7,2019-06-08 07:45:00
1559973000,6,2019-06-08 07:50:00
1559973300,9,2019-06-08 07:55:00
1559973600,12,2019-06-08 08:00:00
1559973900,8,2019-06-08 08:05:00
1559974200,12,2019-06-08 08:10:00
1559974500,14,2019-06-08 08:15:00
1559974800,10,2019-06-08 08:20:00
1559975100,11,2019-06-08 08:25:00
1559975400,13,2019-06-08 08:30:00
1559975700,16,2019-06-08 08:35:00
1559976000,14,2019-06-08 08:40:00
1559976300,18,2019-06-08 08:45:00
1559976600,10,2019-06-08 08:50:00
1559976900,11,2019-06-08 08:55:00
1559977200,23,2019-06-08 09:00:00
1559977500,15,2019-06-08 09:05:00
1559977800,22,2019-06-08 09:10:00
1559978100,18,2019-06-08 09:15:00
1559978400,23,2019-06-08 09:20:00
1559978700,17,2019-06-08 09:25:00
1559979000,30,2019-06-08 09:30:00
1559979300,15,2019-06-08 09:35:00
1559979600,21,2019-06-08 09:40:00
1559979900,21,2019-06-08 09:45:00
1559980200,22,2019-06-08 09:50:00
1559980500,18,2019-06-08 09:55:00
1559980800,26,2019-06-08 10:00:00
1559981100,25,2019-06-08 10:05:00
1559981400,20,2019-06-08 10:10:00
1559981700,15,2019-06-08 10:15:00
1559982000,28,2019-06-08 10:20:00
1559982300,26,2019-06-08 10:25:00
1559982600,17,2019-06-08 10:30:00
1559982900,26,2019-06-08 10:35:00
1559983200,20,2019-06-08 10:40:00
1559983500,25,2019-06-08 10:45:00
1559983800,30,2019-06-08 10:50:00
1559984100,28,2019-06-08 10:55:00
1559984400,36,2019-06-08 11:00:00
1559984700,38,2019-06-08 11:05:00
1559985000,30,2019-06-08 11:10:00
1559985300,30,2019-06-08 11:15:00
1559985600,21,2019-06-08 11:20:00
1559985900,28,2019-06-08 11:25:00
1559986200,23,2019-06-08 11:30:00
1559986500,27,2019-06-08 11:35:00
1559986800,25,2019-06-08 11:40:00
1559987100,31,2019-06-08 11:45:00
1559987400,35,2019-06-08 11:50:00
1559987700,28,2019-06-08 11:55:00
1559988000,26,2019-06-08 12:00:00
1559988300,33,2019-06-08 12:05:00
1559988600,28,2019-06-08 12:10:00
1559988900,23,2019-06-08 12:15:00
1559989200,38,2019-06-08 12:20:00
1559989500,40,2019-06-08 12:25:00
1559989800,24,2019-06-08 12:30:00
1559990100,32,2019-06-08 12:35:00
1559990400,29,2019-06-08 12:40:00
1559990700,32,2019-06-08 12:45:00
1559991000,39,2019-06-08 12:50:00
1559991300,30,2019-06-08 12:55:00
1559991600,29,2019-06-08 13:00:00
1559991900,43,2019-06-08 13:05:00
1559992200,46,2019-06-08 13:10:00
1559992500,50,2019-06-08 13:15:00
1559992800,50,2019-06-08 13:20:00
1559993100,43,2019-06-08 13:25:00
1559993400,42,2019-06-08 13:30:00
1559993700,30,2019-06-08 13:35:00
1559994000,38,2019-06-08 13:40:00
1559994300,44,2019-06-08 13:45:00
1559994600,32,2019-06-08 13:50:00
1559994900,34,2019-06-08 13:55:00
1559995200,42,2019-06-08 14:00:00
1559995500,31,2019-06-08 14:05:00
1559995800,39,2019-06-08 14:10:00
1559996100,48,2019-06-08 14:15:00
1559996400,46,2019-06-08 14:20:00
1559996700,30,2019-06-08 14:25:00
1559997000,42,2019-06-08 14:30:00
1559997300,50,2019-06-08 14:35:00
1559997600,52,2019-06-08 14:40:00
1559997900,46,2019-06-08 14:45:00
1559998200,37,2019-06-08 14:50:00
1559998500,39,2019-06-08 14:55:00
1559998800,18,2019-06-08 15:00:00
1559999100,34,2019-06-08 15:05:00
1559999400,26,2019-06-08 15:10:00
1559999700,35,2019-06-08 15:15:00
1.56e+09,21,2019-06-08 15:20:00
1560000300,32,2019-06-08 15:25:00
1560000600,24,2019-06-08 15:30:00
1560000900,28,2019-06-08 15:35:00
1560001200,28,2019-06-08 15:40:00
1560001500,43,2019-06-08 15:45:00
1560001800,27,2019-06-08 15:50:00
1560002100,25,2019-06-08 15:55:00
1560002400,38,2019-06-08 16:00:00
1560002700,33,2019-06-08 16:05:00
1560003000,33,2019-06-08 16:10:00
1560003300,41,2019-06-08 16:15:00
1560003600,33,2019-06-08 16:20:00
1560003900,28,2019-06-08 16:25:00
1560004200,39,2019-06-08 16:30:00
1560004500,36,2019-06-08 16:35:00
1560004800,30,2019-06-08 16:40:00
1560005100,34,2019-06-08 16:45:00
1560005400,36,2019-06-08 16:50:00
1560005700,34,2019-06-08 16:55:00
1560006000,41,2019-06-08 17:00:00
1560006300,42,2019-06-08 17:05:00
1560006600,28,2019-06-08 17:10:00
1560006900,53,2019-06-08 17:15:00
1560007200,33,2019-06-08 17:20:00
1560007500,42,2019-06-08 17:25:00
1560007800,35,2019-06-08 17:30:00
1560008100,28,2019-06-08 17:35:00
1560008400,48,2019-06-08 17:40:00
1560008700,47,2019-06-08 17:45:00
1560009000,30,2019-06-08 17:50:00
1560009300,37,2019-06-08 17:55:00
1560009600,42,2019-06-08 18:00:00
1560009900,43,2019-06-08 18:05:00
1560010200,32,2019-06-08 18:10:00
1560010500,51,2019-06-08 18:15:00
1560010800,32,2019-06-08 18:20:00
1560011100,52,2019-06-08 18:25:00
1560011400,43,2019-06-08 18:30:00
1560011700,44,2019-06-08 18:35:00
1560012000,40,2019-06-08 18:40:00
1560012300,40,2019-06-08 18:45:00
1560012600,29,2019-06-08 18:50:00
1560012900,49,2019-06-08 18:55:00
1560013200,53,2019-06-08 19:00:00
1560013500,51,2019-06-08 19:05:00
1560013800,57,2019-06-08 19:10:00
1560014100,50,2019-06-08 19:15:00
1560014400,49,2019-06-08 19:20:00
1560014700,46,2019-06-08 19:25:00
1560015000,50,2019-06-08 19:30:00
1560015300,45,2019-06-08 19:35:00
1560015600,47,2019-06-08 19:40:00
1560015900,46,2019-06-08 19:45:00
1560016200,48,2019-06-08 19:50:00
1560016500,40,2019-06-08 19:55:00
1560016800,47,2019-06-08 20:00:00
1560017100,34,2019-06-08 20:05:00
1560017400,37,2019-06-08 20:10:00
1560017700,59,2019-06-08 20:15:00
1560018000,40,2019-06-08 20:20:00
1560018300,60,2019-06-08 20:25:00
1560018600,44,2019-06-08 20:30:00
1560018900,47,2019-06-08 20:35:00
1560019200,49,2019-06-08 20:40:00
1560019500,47,2019-06-08 20:45:00
1560019800,44,2019-06-08 20:50:00
1560020100,63,2019-06-08 20:55:00
1560020400,49,2019-06-08 21:00:00
1560020700,38,2019-06-08 21:05:00
1560021000,47,2019-06-08 21:10:00
1560021300,41,2019-06-08 21:15:00
1560021600,48,2019-06-08 21:20:00
1560021900,44,2019-06-08 21:25:00
1560022200,48,2019-06-08 21:30:00
1560022500,42,2019-06-08 21:35:00
1560022800,43,2019-06-08 21:40:00
1560023100,51,2019-06-08 21:45:00
1560023400,43,2019-06-08 21:50:00
1560023700,40,2019-06-08 21:55:00
1560024000,22,2019-06-08 22:00:00
1560024300,36,2019-06-08 22:05:00
1560024600,35,2019-06-08 22:10:00
1560024900,37,2019-06-08 22:15:00
1560025200,34,2019-06-08 22:20:00
1560025500,28,2019-06-08 22:25:00
1560025800,39,2019-06-08 22:30:00
1560026100,25,2019-06-08 22:35:00
1560026400,32,2019-06-08 22:40:00
1560026700,34,2019-06-08 22:45:00
1560027000,25,2019-06-08 22:50:00
1560027300,31,2019-06-08 22:55:00
1560027600,32,2019-06-08 23:00:00
1560027900,33,2019-06-08 23:05:00
1560028200,18,2019-06-08 23:10:00
1560028500,22,2019-06-08 23:15:00
1560028800,30,2019-06-08 23:20:00
1560029100,26,2019-06-08 23:25:00
1560029400,24,2019-06-08 23:30:00
1560029700,37,2019-06-08 23:35:00
1560030000,28,2019-06-08 23:40:00
1560030300,26,2019-06-08 23:45:00
1560030600,28,2019-06-08 23:50:00
1560030900,24,2019-06-08 23:55:00
1560031200,30,2019-06-09 00:00:00
1560031500,36,2019-06-09 00:05:00
1560031800,36,2019-06-09 00:10:00
1560032100,37,2019-06-09 00:15:00
1560032400,43,2019-06-09 00:20:00
1560032700,36,2019-06-09 00:25:00
1560033000,32,2019-06-09 00:30:00
1560033300,31,2019-06-09 00:35:00
1560033600,27,2019-06-09 00:40:00
1560033900,34,2019-06-09 00:45:00
1560034200,37,2019-06-09 00:50:00
1560034500,30,2019-06-09 00:55:00
1560034800,28,2019-06-09 01:00:00
1560035100,37,2019-06-09 01:05:00
1560035400,30,2019-06-09 01:10:00
1560035700,33,2019-06-09 01:15:00
1560036000,26,2019-06-09 01:20:00
1560036300,30,2019-06-09 01:25:00
1560036600,30,2019-06-09 01:30:00
